,Fecha,Estado,Enunciado
3690,03-12-20,None,correos de chile - mercadería comprada en aliexpres
3691,03-12-20,None,correos de chile - retraso de entrega de envio internacional
3692,03-12-20,no resuelto,correos de chile - no entrega de pedido
3693,03-12-20,None,correos de chile - aparece como entregado
3694,03-12-20,None,correos de chile - pedido no enviado
3695,02-12-20,None,correos de chile - envio internacional no llega
3696,02-12-20,resuelto,correos de chile - no entrega de envios
3697,02-12-20,None,correos de chile - producto llego a chile el 06.10.2020 y aún no me llega
3698,02-12-20,None,correos chile - retraso en paquetes
3699,02-12-20,None,correo de chile - no entrega de mi encomienda
3700,02-12-20,None,correos de chile - me mintieron
3701,01-12-20,no resuelto,correos chile - no envían pedido
3702,01-12-20,None,correos de chile - rehusado al momento de entrega
3703,01-12-20,None,correos de chile - ineficiencia del servicio en tiempo de pandemia
3704,01-12-20,None,correos de chile - espera entrega de encomienda
3705,01-12-20,no resuelto,correos de chile - no llega paquete a destino desde 7 meses
3706,01-12-20,no resuelto,correos de chile - no entrega de productos
3707,01-12-20,None,correos chile - demora en el envío
3708,01-12-20,None,correos de chile
3709,01-12-20,None,correos de chile - encomienda no llegada a su destino
3710,01-12-20,no resuelto,correos de chile - no entregan paquetes
3711,01-12-20,None,correos de chile - carta certificada desde noruega
3712,01-12-20,no resuelto,correos de chile - no llega paquete
3713,30-11-20,None,correos de chile - no llega de paquetes
3714,30-11-20,no resuelto,correos de chile - demora excesiva y cero respuesta en entrega encomienda
3715,30-11-20,resuelto,correos de chile - paquete internacional sin movimiento desde llegada a la ciudad
3716,30-11-20,no resuelto,correos de chile - perdida pe paquete y no responden reclamos
3717,30-11-20,None,correos chile - demora en la entrega
3718,30-11-20,None,correos de chile - entregan paquete a otra persona
3719,30-11-20,None,correos de chile - envío devuelto
3720,30-11-20,None,correos de chile - cambio de dirección de un paquete
3721,30-11-20,None,correo de chile - no entregan envios como corresponde
3722,30-11-20,no resuelto,correos de chile - no entregan paquete y lo devuelven sin respuesta
3723,30-11-20,None,correos de chile - robo de paquete
3724,29-11-20,no resuelto,correos de chile - excesiva tardanza en envio. lentitud terrorifica en cada paso del proceso de recepción de un envió internac
3725,29-11-20,None,correos de chile - envío no entregado
3726,29-11-20,None,correos de chile - demora entrega paquete
3727,28-11-20,None,correos de chile - demora en entrega de encomienda
3728,28-11-20,None,correos de chile - pésimo servicio al cliente
3729,28-11-20,no resuelto,correos de chile - retraso en envio
3730,28-11-20,None,correos de chile - no entregan productos
3731,28-11-20,None,correos de chle - paquete llegado a correos puerto montt y no ha sido entregado
3732,28-11-20,resuelto,correos de chile - no entrega de paquetes
3733,27-11-20,None,correos de chile - entrega en dirección equivocada
3734,27-11-20,None,correos de chile - demora proceso de internación
3735,27-11-20,resuelto,"correos de chile - le entregaron mi pedido a otra persona, en otro domicilio."
3736,27-11-20,None,correos de chile - no entregan paquete internacional
3737,26-11-20,no resuelto,correos de chile - no entrega de paquete
3738,26-11-20,None,correos de chile - pedido wish
3739,26-11-20,None,correos de chilw - no entrega de paquete
3740,26-11-20,no resuelto,correos de chile - envian producto a otra ciudad
3741,26-11-20,None,correos de chile - pedido no entregado
3742,26-11-20,no resuelto,correos de chile - envio sin movimiento
3743,26-11-20,no resuelto,correos de chile - envío held in customs
3744,26-11-20,None,correos de chile - paquete nunca llegó
3745,26-11-20,None,correos de chile - mas de 2 meses mi paquete en transito
3746,25-11-20,None,correos de chile - pedido retenido
3747,25-11-20,None,"correos de chile - ""envio en reparto"" varios dias"
3748,25-11-20,None,correos de chile - mas de 35 dias que mi envío esta detenido
3749,25-11-20,None,correos de chile - paquete internacional entrampado en aduana
3750,25-11-20,None,correos de chile - demora en entrega
3751,25-11-20,None,correos de chile - demora en entrega de paquete
3752,25-11-20,None,correos de chile
3753,25-11-20,None,correos de chile - no entrega de producto
3754,24-11-20,None,correos de chile - aprovechamiento
3755,24-11-20,no resuelto,correos de chile - internacion
3756,24-11-20,None,correos de chile - demora en entregar encomienda
3757,24-11-20,no resuelto,"correos de chile - aun no recibo mi compra o paquete,lo cual dicen fue recibido por correos de chile."
3758,24-11-20,no resuelto,correos de chile - demora en entrega de paquetes
3759,24-11-20,None,correos de chile - falta de personal solo 1 persona atendiendo
3760,24-11-20,None,correos de chile - imposibilidad de entrega
3761,24-11-20,None,correos de chile - teléfonos aliexpress sin valorización de impuestos
3762,24-11-20,no resuelto,correos de chile - no habia nadie en domicilio.
3763,24-11-20,no resuelto,correos de chile - error de aduanas en envío de purificador de aire
3764,23-11-20,None,correos de chile - error despacho aduanas
3765,23-11-20,None,correos de chile - producto no recibido
3766,23-11-20,None,correos de chile - envio estancado
3767,23-11-20,no resuelto,correos de chile - demora vexcesiva en envios
3768,23-11-20,None,correos de chile - demora en entrega.
3769,23-11-20,None,correos de chile - demora
3770,23-11-20,None,correos chile - aún no llega mi pedido
3771,23-11-20,no resuelto,correos de chile - producto perdido
3772,23-11-20,no resuelto,correos de chile - no llega paquete comprado por wish.com
3773,22-11-20,resuelto,correos de chile - paquete no entregado
3774,22-11-20,None,correos de chile - pedido estancado
3775,21-11-20,no resuelto,correos de chile - no llega paquete pese a reclamos
3776,21-11-20,no resuelto,correos chile - paquete retenido
3777,21-11-20,None,correos chile - no dan informacion por producto
3778,21-11-20,None,correos de chile - atraso en entraga
3779,21-11-20,None,"correos de chile - 20 días estado ""aeropuerto scl envío despachado"""
3780,20-11-20,None,correos de chile - imposibilidad de entregar paquete
3781,20-11-20,None,correos de chile - reclamo
3782,20-11-20,no resuelto,correos de chile - incumplimiento de plazos y pérdida de documentos courier
3783,20-11-20,None,correos de chile - envío llega a otra comuna
3784,20-11-20,None,correos chile - cartero chantajista
3785,20-11-20,None,correos de chile - mi envío fue entregado a otra persona
3786,20-11-20,resuelto,correos de chile - falsedad en la información y entrega
3787,20-11-20,None,correos de chile - paquete retenido sin movimiento a la fecha
3788,19-11-20,None,correos de chile - demora en la entrega de mi pedido
3789,19-11-20,None,correos de chile - envío postnl no llega
3790,19-11-20,None,correos de chile - paquete incompleto
3791,19-11-20,no resuelto,correos de chile - no me entregan compras de aliexpress
3792,19-11-20,no resuelto,correos de chile - envío que aún no he recibido
3793,19-11-20,None,correos de chile - no responden por mi envío de usa
3794,19-11-20,None,correos chile - atención cliente despacho
3795,19-11-20,None,correos de chile - mas de un mes de demora en entrega envío
3796,18-11-20,None,correos de chile - encomienda retenida en sede
3797,18-11-20,None,correos de chile - mi envio lleva mas de 30 días en reparto
3798,18-11-20,None,correos de chile - producto en tránsito
3799,18-11-20,no resuelto,correos de chile - encomienda abierta y faltan productos !
3800,18-11-20,None,correos de chile - envío retrasado sin solución
3801,18-11-20,resuelto,correos de chile - demora proceso de internación
3802,18-11-20,None,correos de chile - retraso de 2 meses en validacion
3803,18-11-20,None,correos de chile - retraso de 1 mes en sucursal de destino
3804,18-11-20,None,correos de chile - no han despachado el producto
3805,17-11-20,None,correos de chile - error en despacho de aduanas
3806,17-11-20,no resuelto,correos de chile - no envío de encomienda
3807,17-11-20,None,correos de chile - envío extraviado
3808,17-11-20,None,"correos de chile - envío ""en reparto"" no es entregado"
3809,17-11-20,None,"correos de chile - envìo a jersey city, eeuu no fue entregado al destinatario"
3810,17-11-20,None,correos chile - pedido devuelto
3811,17-11-20,None,correos de chile - retraso en entrega
3812,17-11-20,resuelto,correos de chile - error en despacho y demora
3813,17-11-20,no resuelto,correos de chile - mi pedido lleva casi 2 meses en santiago de chile sin moverse
3814,17-11-20,None,correos chile - demora en envíos internacionales
3815,17-11-20,None,correos de chile - retraso en entrega
3816,17-11-20,no resuelto,correos de chile - no entrega encomienda
3817,17-11-20,None,correos de chile - no he recibido los últimos 10 paquetes
3818,17-11-20,no resuelto,correos de chile - en tránsito planta cep rm renca.
3819,16-11-20,None,correos de chile - imposibilidad de entrega
3820,16-11-20,None,correos de chile - cambio de domicilio
3821,16-11-20,None,correos de chile - tiempo de retencion excesivo
3822,16-11-20,None,correos de chile - paquete internacional
3823,16-11-20,None,"correos de chile - envío en reparto 13/10/2020, aun no entregan la encomienda"
3824,16-11-20,no resuelto,correos de chile - envio aun en planta cep rm
3825,16-11-20,no resuelto,correos de chile - ni entrega encomiendas
3826,16-11-20,None,correos de chile - demora exagerada de planta cep rm
3827,16-11-20,no resuelto,correos de chile - envio no entregado y devuelto al país de origen
3828,16-11-20,None,correo de chile - documento entregado a otra persona
3829,16-11-20,resuelto,correos de chile - no ingresan el reclamo y no llega el paquete.
3830,16-11-20,no resuelto,correos de chile - aceptado por operador logístico
3831,15-11-20,None,"correos de chile - mi paquete llego a chile, aún no llega"
3832,15-11-20,None,correos de chile - demora envío en reparto.
3833,15-11-20,None,correos de chile - envio demorado en aduana
3834,14-11-20,resuelto,correos de chile - paquete registra estado 3 veces seguidas en distintas fechas y no avanza.
3835,14-11-20,None,correos de chile - demora excesiva
3836,14-11-20,None,correos chile - envio aun no llega a mi domicilio
3837,14-11-20,no resuelto,correos de chile - solicitud de documento.
3838,14-11-20,None,correos chile - envio en reparto hace poco mas de 1 mes
3839,13-11-20,None,correos chile - pedido entregado a otra persona
3840,13-11-20,None,correos de chile - no entrega del paquete
3841,13-11-20,no resuelto,correos de chile - paquete no esta en la agencia
3842,13-11-20,None,correos de chile - paquetes no llegan
3843,13-11-20,no resuelto,correos de chile - no llegan mis pedidos
3844,13-11-20,no resuelto,correos de chile - no hay solución en entrega de encomienda.
3845,13-11-20,no resuelto,correos de chile - demora en la entrega
3846,13-11-20,None,correos de chile - retraso en entrega
3847,13-11-20,no resuelto,correos de chile - paquete ro274305654ru
3848,13-11-20,no resuelto,correos de chile - producto perdido internacion
3849,13-11-20,None,correos de chile - sin feedback
3850,13-11-20,None,correos de chile - no entregar pedido
3851,13-11-20,None,correos de chile - no abren en el horario que indica la web
3852,13-11-20,no resuelto,correos de chile - no entrega de envío internacional
3853,12-11-20,no resuelto,correos de chile - paquete no entregado desde julio
3854,12-11-20,None,correos de chile - plazo de entrega vencido
3855,12-11-20,None,correo de chile - demora en entregar pedido
3856,12-11-20,None,correos de chile - entrega a otra persona
3857,12-11-20,no resuelto,correos de chile - absurda demora de entrega
3858,12-11-20,None,correos chile - excesiva demora en entrega de productos enviados desde el extranjero
3859,12-11-20,None,correos de chile - envió a domicilio despachado a unidad de avisos
3860,12-11-20,no resuelto,correos de chile - pedido en transito ya 37 dias
3861,12-11-20,no resuelto,correos de chile - mal servicio y estafa
3862,12-11-20,None,correos chile - paquete sin internar desde el 6/10/2020
3863,12-11-20,None,correos chile - mas de 1 mes en reparto y aun no hay entrega
3864,12-11-20,None,correos de chile - no entregan
3865,12-11-20,None,correos de chile - demora en entrega de encomoenda
3866,12-11-20,None,correos de chile - llevo 3 meses esperando mi paquete
3867,11-11-20,None,correos de chile - paquete estancado aeropuerto
3868,11-11-20,None,correos chile - no registra ni entrega producto comprado en el extranjero
3869,11-11-20,no resuelto,correos de chile - volver a enviar el paquete a calama y cambio de direccion
3870,11-11-20,no resuelto,correos de chile - envios postnl arrivados al pais pero no recepcionado por correos chile
3871,11-11-20,None,correos de chile - no me dan información de mi producto que compre por wisch ya el pruducto llego a las bodegas de correos de c
3872,11-11-20,None,correos chile - mala atención en general en correoschile la serena
3873,11-11-20,None,correos de chile - más de 2 meses que mi envío llegó al país
3874,11-11-20,None,"correos de chile - paquete de aliexpress ""rezagado """
3875,11-11-20,None,correos de chile - demora en entrega de paquete
3876,11-11-20,None,"correos chile - perdida de paquete ,correos pierde ,y no entrega los productos ,quien se hace cargo el producto está pagado ..q"
3877,11-11-20,None,correos de chile - 6 pedidos con error de región
3878,11-11-20,None,correos de chile - paquete en reparto desde el 22 de septiembre
3879,11-11-20,None,correos de chile - pésimo servicio
3880,11-11-20,None,correos de chile - demora
3881,11-11-20,None,correos de chile - tardía en entrega de producto
3882,10-11-20,None,correos de chile - aun no llega mi pedido
3883,10-11-20,None,correos de chile - paquete mal entregado
3884,10-11-20,None,correos chile - envío erroneo
3885,10-11-20,None,correos de chile - paquete aun a la espera de revision
3886,10-11-20,None,correos de chile - aceptado por operador logístico
3887,10-11-20,no resuelto,correos de chile - envio en reparto hace + 3 meses
3888,10-11-20,no resuelto,correos de chile - mi pedido lleva mas de un mes en aduana
3889,10-11-20,no resuelto,correos chile - envio no llega
3890,10-11-20,None,correos de chile - paquetes en la planta de renca desde octubre
3891,10-11-20,no resuelto,correos de chile - cobros irregulares en sucursal de santa cruz
3892,10-11-20,no resuelto,correos de chile - demora en internacion
3893,10-11-20,None,correos de chile - artículo retenido en aduana
3894,10-11-20,resuelto,correos de chile - envio aún en planta cep rm
3895,10-11-20,None,correos de chile - paquete perdido
3896,10-11-20,None,correos de chile - no entrega de paquetes
3897,10-11-20,None,correos chile - extravío y atraso
3898,10-11-20,None,correos de chile - cartero no entrega correspondencia
3899,10-11-20,None,correo chile - no llegan mis paquetes
3900,10-11-20,no resuelto,"correos de chile - proceso de internación espera excesiva sin posibilidad de seguimiento del paquete, nula información"
3901,09-11-20,no resuelto,correos de chile - demora por internacion
3902,09-11-20,None,correos de chile - pesima atencion e inclumplimiento de servicio
3903,09-11-20,None,correos de chile - imposibilidad de entregar un producto
3904,09-11-20,None,correos de chile - no ha llegado mis pedidos
3905,09-11-20,no resuelto,correo chile - mala atención
3906,09-11-20,None,correos de chile - pedidos no me ha llegado a mis manos
3907,09-11-20,no resuelto,correos de chile - envío por post nl no llega
3908,09-11-20,None,correos de chile - envíos no recibidos
3909,09-11-20,no resuelto,correos de chile - paquete extraviado
3910,09-11-20,None,correos de chile - paquete no procesado
3911,09-11-20,None,correos de chile - encomienda sin entregar
3912,09-11-20,None,correos de chile - no salen a entregar
3913,09-11-20,None,correos de chile - excesivo retraso despachos aliexpress
3914,09-11-20,None,correos de chile - mala atención en sucursal
3915,09-11-20,None,correos de chile - producto retenido en central
3916,09-11-20,None,correos de chile - demora excesiva
3917,08-11-20,None,correos de chile - producto no entregado
3918,08-11-20,resuelto,correos chile - no entrega de paquete
3919,08-11-20,None,correos de chile - mi pedido no fue entregado por direccion de entrega insuficiente
3920,08-11-20,no resuelto,correos de chile - envió entregado cdp 19
3921,07-11-20,None,correos de chile - encomiendas no llegan
3922,07-11-20,None,correos de chile - paquete no se mueve de aeropuerto hace un mes
3923,07-11-20,None,correos de chile - no entrega de paquetes
3924,07-11-20,None,correos chile - entrega de pedido a otra persona
3925,06-11-20,None,correos de chile - imposibilidad de entregar paquete
3926,06-11-20,None,correos de chile - pieza retenida en rancagua
3927,06-11-20,None,correoschile - recibido en chile el 20 10 2020
3928,06-11-20,None,correos de chile - no entregan productos en dirección correcta y no responden a llamados
3929,06-11-20,no resuelto,correos chile - demora de entrega
3930,06-11-20,None,"correos de chile - demora en entrega producto ""en internacion"""
3931,06-11-20,None,correos de chile - demora excesiva en entrega de pedidos
3932,06-11-20,None,correos de chile - no se enconto mi productos
3933,06-11-20,None,correos chile - robo de encomienda
3934,06-11-20,resuelto,correos de chile - nunca llegó el pedido
3935,06-11-20,None,correos de chile - demora en procesos
3936,06-11-20,resuelto,correos de chile - envio en reparto planta cep rm
3937,06-11-20,no resuelto,correos de chile - mi pedido lleva mas de un mes en estado de envio en reparto
3938,06-11-20,None,correos de chile - envío en proceso de internación al país
3939,06-11-20,no resuelto,correos de chile - pedido en tránsito 2 meses contando.
3940,06-11-20,no resuelto,correos de chile - no aparece código de seguimiento
3941,05-11-20,None,correos de chile - pedido de aliexpress
3942,05-11-20,None,correos de chile - no llega mi compra de ebay
3943,05-11-20,None,correos de chile - planta cep rm
3944,05-11-20,None,correos de chile - no entrega carta certificada
3945,05-11-20,None,correos de chile - encomienda
3946,05-11-20,None,correos de chile - paquete figura como entregado y no lo recibí
3947,05-11-20,None,correos de chile - no entrega de paquete
3948,05-11-20,no resuelto,correos de chile - no ingreso de producto ni entrega del mismo 3 meses
3949,05-11-20,no resuelto,correo chile - demora en entrega
3950,05-11-20,no resuelto,correos de chile - retención de paquete marca zaful
3951,05-11-20,None,correos chile - no me ha llegado el producto
3952,05-11-20,None,correos de chile - no entrega de envíos
3953,05-11-20,None,correos de chile - demora en entrega de producto
3954,04-11-20,None,correos chile - no he recibido mi pedido
3955,04-11-20,None,correos de chile - demora
3956,04-11-20,None,correos de chile - paquete estancado sin actualizar
3957,04-11-20,no resuelto,correos de chile - perdida de encomieda
3958,04-11-20,no resuelto,correos de chile - imposibilidad de entregar paquete
3959,04-11-20,no resuelto,correos de chile - perdida de paquete internacional
3960,04-11-20,no resuelto,correos de chile - paquete no entregado
3961,04-11-20,resuelto,correos de chile - no me entregan mi producto
3962,04-11-20,no resuelto,correos de chile - demora en entrega de paquete
3963,04-11-20,resuelto,correos de chile - no me entregaron envío
3964,04-11-20,no resuelto,correos de chile - mentiras en la informacion que entregan
3965,04-11-20,no resuelto,correos de chile - demora en entrega
3966,04-11-20,None,correo chile - paquete perdido
3967,04-11-20,None,correos de chile - paquete estancado en planta incorrecta
3968,03-11-20,None,correos de chile - demora en entrega
3969,03-11-20,None,correos de chile - mi pedido no ha llegado
3970,03-11-20,None,correos de chile - no entregan mi producto
3971,03-11-20,None,correos de chile - envio con solicitud de documentos para internacion
3972,03-11-20,None,correos de chile - demora en encomiendas
3973,03-11-20,no resuelto,correos de chile - demora en internacion
3974,03-11-20,None,correos de chile - no entrega de producto
3975,03-11-20,None,correos de chile - pedido no llega
3976,03-11-20,None,correos de chile - entrega en otra dirección
3977,03-11-20,None,"correos de chile - paquete figura como entregado, y no lo recibí"
3978,03-11-20,no resuelto,correos de chile - retraso en envio
3979,03-11-20,None,correos de chile - no envio a domicilio
3980,03-11-20,resuelto,correos de chile - envio sin movimiento
3981,02-11-20,None,correos de chile - productos que llegaron a chile y no han sido entregados
3982,02-11-20,no resuelto,correos de chile - producto no entregado aliexpess
3983,02-11-20,None,correos de chile - envio aun en planta cep rm
3984,02-11-20,None,correos de chile - envio
3985,02-11-20,no resuelto,correos de chile - pedido no entregado y no devuelto a su país de origen
3986,02-11-20,None,correos de chile - pedido en internacion
3987,02-11-20,None,correos de chile - no entrega de paquete
3988,02-11-20,None,correos de chile - donde esta mi paquete(?)
3989,02-11-20,resuelto,correos de chile - en reparto desde agosto y no ha llegado
3990,02-11-20,no resuelto,correos de chile - inoperante
3991,02-11-20,resuelto,correos de chile - encomienda retrasada
3992,02-11-20,resuelto,correos de chile - envio con tardanza excesiva
3993,01-11-20,None,correos de chile - envío con estado “imposibilidad de entregar el envío”
3994,01-11-20,None,correos de chile - demora en entrega de productos ali express
3995,01-11-20,no resuelto,correo de chile - pedido no entregado
3996,01-11-20,no resuelto,correos de chile - carta certificada no recibida
3997,01-11-20,None,correos de chile - pedido aún no me llega
3998,01-11-20,no resuelto,correos de chile - envíos atrasado
3999,01-11-20,no resuelto,"correos de chile - 2 meses ""retenido en aduanas"""
4000,01-11-20,None,"correos de chile - paquete que no ha sido entregado , sale como entregado"
4001,31-10-20,None,correos de chile - tardanza execisa y no e recibido mas actualizaciones
4002,31-10-20,None,correos chile - no me ha llegado mi paquete
4003,31-10-20,no resuelto,correos de chile - no recibí el producto
4004,30-10-20,None,correos chile - robo / no entrega
4005,30-10-20,None,correos de chile - demora en entregar envío
4006,30-10-20,no resuelto,correos de chile - tiempo excesivo de entrega y falta de profesionalismo
4007,30-10-20,None,correos de chile - retraso desmesurado
4008,30-10-20,None,correos de chile - carta no recibida
4009,30-10-20,None,correos de chile - tardanza excesiva
4010,30-10-20,None,correos de chile - paquete no encontrado
4011,30-10-20,None,correos de chile - retraso en paquete internacional
4012,30-10-20,None,correos de chile - demora en entregar pedido
4013,30-10-20,None,correos chile - demora en el envío
4014,30-10-20,None,correos de chile - no entrega
4015,29-10-20,None,correos de chile - incumplimiento de entrega
4016,29-10-20,None,correos de chile - envío mail america
4017,29-10-20,no resuelto,correos de chile - no entrega de pedidos
4018,29-10-20,None,correos de chile - envío en reparto no ha llegado en 5 días
4019,29-10-20,no resuelto,correos de chile - no entregan
4020,29-10-20,None,correoschile - no entrega de producto
4021,29-10-20,no resuelto,correos de chile - mas de 2 meses y ninguna entrega
4022,29-10-20,no resuelto,correos de chile - solicitar envío no entregado reintentar antes de devolverlo
4023,29-10-20,None,correos de chile - no entrega de mis compras internacional
4024,29-10-20,None,correos de chile - envio no entregado
4025,29-10-20,None,correos de chile - no entrega de envios
4026,29-10-20,no resuelto,correos de chile - envio en proceso de internación
4027,29-10-20,None,correos de chile - pedido de aliexpress
4028,28-10-20,None,correos de chile - producto perdido y que no llega a destino
4029,28-10-20,None,correos de chile - problemas con la entrega de un paquete
4030,28-10-20,None,correo de chile - envío entregado falsamente
4031,28-10-20,None,correos de chile - encomienda retenida
4032,28-10-20,None,correos de chile - envio aun en planta cep rm
4033,28-10-20,no resuelto,correos de chile - demora de entrega
4034,28-10-20,None,correos de chile - pedido no ha llegado a destino
4035,28-10-20,None,correos de chile - demora excesiva
4036,28-10-20,None,correos de chile - paquete retenido
4037,28-10-20,no resuelto,correos de chile - entrega de envío con exceso de retraso
4038,28-10-20,resuelto,correos chile - demora en recepción y entrega de encomienda
4039,27-10-20,None,correos de chile - paquete en su planta hace dos meses.
4040,27-10-20,None,correos de chile - mas de una semana en planta de origen
4041,27-10-20,no resuelto,correos de chile - envío estancado
4042,27-10-20,None,correos de chile - no entrega
4043,27-10-20,None,correos de chile - envío no entregado
4044,27-10-20,no resuelto,correos de chile - paquete aun sin entregar
4045,27-10-20,None,correos chile - 70 diias para entregar envio
4046,27-10-20,resuelto,correos de chile - encomienda
4047,27-10-20,None,correos de chile - articulo estancado
4048,27-10-20,None,correos de chile - envíos a dirección incorrecta
4049,27-10-20,no resuelto,correos de chile - sin respuesta sobre envío llegado a chile hace casi 2 meses y que aun no recibo
4050,27-10-20,None,correo chile - paquete aun no entregado (aliexpress)
4051,27-10-20,resuelto,correos de chile - proceso de internación producto
4052,27-10-20,None,correos de chile - paquete retenido
4053,27-10-20,None,correos de chile - atasco en planta cep rm
4054,27-10-20,None,correos de chile - pedidos no entregado
4055,26-10-20,None,"correos de chile - imposibilidad de entregar paquete, aliexpress"
4056,26-10-20,None,correos de chile - no entrega
4057,26-10-20,None,correos de chile - entrega correspondencia
4058,26-10-20,no resuelto,correos de chile - paquete en aduana
4059,26-10-20,None,correos chile - pedido en reparto no llega.
4060,26-10-20,None,correos de chile - paquete en planta de destino
4061,26-10-20,no resuelto,correos de chile - pedido estancado hace demaciado tiempo
4062,26-10-20,no resuelto,correos de chile - paquete en reparto desde el 22 de septiembre
4063,26-10-20,None,correos de chile - paquetes devueltos a remitente sin salir a entrega
4064,26-10-20,None,correos chile - paquete no entregado
4065,26-10-20,no resuelto,correo de chile - pedido estancado
4066,26-10-20,no resuelto,correos de chile - envío no entregado
4067,26-10-20,None,correos de chile - proceso de internacion
4068,26-10-20,None,correos de chile - inconveniente de entrega de pedido
4069,26-10-20,None,correos de chile - paquete en otra ciudad
4070,26-10-20,no resuelto,"correos de chile - no he recibido tres compras internacionales, las cuales están desde el mes de agosto en dependencias de corre"
4071,26-10-20,None,correos de chile - envío en reparto hace meses
4072,26-10-20,None,correos de chile - envio indicado como entregado y no llego
4073,26-10-20,None,correos de chile - artículo retenido en aduana
4074,25-10-20,None,correos de chile - estancado
4075,24-10-20,None,correos de chile - envió internacional perdido
4076,24-10-20,no resuelto,"correos de chile - paquete en ""planta cep rm"" 14 dias"
4077,24-10-20,no resuelto,correos chile - encomienda sale como ingresada a chile
4078,24-10-20,no resuelto,correos de chile - retraso en envios
4079,24-10-20,None,correos de chile
4080,24-10-20,None,correos chile - imposibilidad de entregar
4081,24-10-20,None,correos chile - envio en reparto
4082,23-10-20,None,"correos de chile - demora de pedido, estancado en aeropuerto"
4083,23-10-20,None,correos de chile - encomienda no entregada
4084,23-10-20,no resuelto,correos de chile - mi paquete aparece entregado y yo no he recibido nada.
4085,23-10-20,None,correos chile - no llegó mi paquete
4086,23-10-20,None,correos chile - malos tratos al momento de recibir encomienda
4087,23-10-20,no resuelto,"correos de chile - desinformación, demoras"
4088,23-10-20,None,correos de chile - demora en procesos de internacion y poca información de los procesos
4089,23-10-20,None,correos chile - envio estancado mas dee un mes
4090,22-10-20,None,correos de chile - no cumple con el plazo de entrega.
4091,22-10-20,None,correos de chile - paquete no entregado
4092,22-10-20,None,correos de chile
4093,22-10-20,no resuelto,correos chile - encomiendas excesivamente atrasadas
4094,22-10-20,no resuelto,correos de chile - no entrega y pierde paquetes
4095,22-10-20,no resuelto,correos chile - retraso mayor a 3 meses de envio
4096,22-10-20,no resuelto,correos de chile - no entrega de encomienda
4097,22-10-20,None,correos de chile - cartero luis arias (cobros ilícitos por entrega de paqueteria)
4098,22-10-20,None,correos de chile - paquete más de dos meses en sucursal
4099,22-10-20,None,correos de chile - extravío de paquete en copiapó
4100,22-10-20,None,correos de chile - retraso en el envío del paquete
4101,22-10-20,None,correos de chile - envio estancado
4102,22-10-20,None,correos de chile - no entregan mis pedidos
4103,21-10-20,None,correos de chile - envió en reparto
4104,21-10-20,None,correos de chile - no se recepciona producto por correo de chile
4105,21-10-20,None,"correos de chile - encomienda en ""reparto"" por mas de 60 días"
4106,21-10-20,resuelto,correos de chile - pedido no repartido
4107,21-10-20,no resuelto,correos chile - recibido en planta de origen
4108,21-10-20,resuelto,correos de chile - retraso en entrega
4109,21-10-20,no resuelto,correos de chile - producto no entregado
4110,21-10-20,None,correos de chile - envio sin movimiento
4111,21-10-20,None,correos de chile - nunca hubo respuesta de los monjes
4112,21-10-20,None,correos de chile - pedido no repartido
4113,21-10-20,None,correos de chile - el producto esta estancado
4114,20-10-20,no resuelto,correos de chile - encomienda q no me llega
4115,20-10-20,resuelto,correos de chile - perdida de encomienda
4116,20-10-20,no resuelto,correos de chile - paquete extraviado
4117,20-10-20,None,correos de chile - despacho de libro
4118,20-10-20,resuelto,correos de chile - atraso en entrega de encomienda
4119,20-10-20,no resuelto,correos de chile - falta de informacion
4120,20-10-20,None,correos de chile - extravío de par de zapatos
4121,20-10-20,no resuelto,correos de chile - retraso liberación y entrega encomienda internacional
4122,20-10-20,None,correos de chile - envios con inaceptable demora
4123,20-10-20,None,"correos chile - demora en reparto, y mentirosos"
4124,20-10-20,no resuelto,correos de chile - demora en entrega de pedidos
4125,20-10-20,None,correos chile - envio estancado
4126,20-10-20,no resuelto,correos chile - estafa
4127,20-10-20,no resuelto,correos de chile - envío estancado en planta de origen desde el 27/08
4128,20-10-20,None,correos de chile - no entrega
4129,20-10-20,None,correos de chile - un mes en espera
4130,20-10-20,no resuelto,correos de chile - dicen q no hay nadie en domicilio y no me he movido de mi casa
4131,20-10-20,None,correos de chile - no he recibido producto aun
4132,20-10-20,None,correos de chile
4133,19-10-20,None,correos de chile - paquete internacional sin recibir
4134,19-10-20,None,correos de chile - envío en reparto
4135,19-10-20,no resuelto,correos de chile - reclamo no recepción paquete en domicilio
4136,19-10-20,None,correos chile - no entregado
4137,19-10-20,None,correo de chile - reclamo
4138,19-10-20,None,correos de chile - demora injustificable y mentiras
4139,19-10-20,None,correos de chile - demora de formas excesiva en encomiendas!
4140,19-10-20,None,correos de chile - no entrega de productos
4141,19-10-20,no resuelto,correos de chile - tiempo excesivo en internación de un paquete internacional.
4142,19-10-20,None,correos chile - demora en aduana
4143,19-10-20,resuelto,correos de chile - no ha llegado encomienda
4144,19-10-20,no resuelto,correos de chile - demora proceso de internacion
4145,19-10-20,None,correos de chile - imposibilidad de entregar el paquete
4146,18-10-20,None,correos de chile - paquete entregado a otra persona
4147,18-10-20,no resuelto,correos de chile - estado de envio
4148,18-10-20,None,correos de chile - no entrega correspondencia
4149,18-10-20,None,correos de chile - nunca llegó mi paquete
4150,18-10-20,None,correos chile - no llego mí pedido
